C1_00010W_A	C1_00010W_B
C1_06700W_A	C1_06700W_B
C1_06710W_A	C1_06710W_B
C1_06720C_A	C1_06720C_B
C1_06730W_A	C1_06730W_B
C1_06740C_A	C1_06740C_B
C1_06750W_A	C1_06750W_B
C1_06770W_A	C1_06770W_B
C1_06780W_A	C1_06780W_B
C1_06790C_A	C1_06790C_B
C1_06800W_A	C1_06800W_B
C1_06810W_A	C1_06810W_B
C1_06820W_A	C1_06820W_B
C1_06840C_A	C1_06840C_B
C1_06850W_A	C1_06850W_B
C1_06860W_A	C1_06860W_B
C1_06870C_A	C1_06870C_B
C1_06880C_A	C1_06880C_B
C1_06890C_A	C1_06890C_B
C1_06900C_A	C1_06900C_B
C1_06910C_A	C1_06910C_B
C1_06920C_A	C1_06920C_B
C1_06930W_A	C1_06930W_B
C1_06940C_A	C1_06940C_B
C1_06960W_A	C1_06960W_B
C1_06970C_A	C1_06970C_B
C1_06980C_A	C1_06980C_B
C1_07000W_A	C1_07000W_B
C1_07010W_A	C1_07010W_B
C1_07020C_A	C1_07020C_B
C1_07030C_A	C1_07030C_B
C1_07040C_A	C1_07040C_B
C1_07050C_A	C1_07050C_B
C1_07060C_A	C1_07060C_B
C1_07070C_A	C1_07070C_B
C1_07080W_A	C1_07080W_B
C1_07090C_A	C1_07090C_B
C1_07100C_A	C1_07100C_B
C1_07110W_A	C1_07110W_B
C1_07120W_A	C1_07120W_B
C1_07130C_A	C1_07130C_B
C1_07140C_A	C1_07140C_B
C1_07150W_A	C1_07150W_B
C1_07160C_A	C1_07160C_B
C1_07170C_A	C1_07170C_B
C1_07180W_A	C1_07180W_B
C1_07190W_A	C1_07190W_B
C1_07200W_A	C1_07200W_B
C1_07210C_A	C1_07210C_B
C1_07220W_A	C1_07220W_B
C1_07230W_A	C1_07230W_B
C1_07240W_A	C1_07240W_B
C1_07250C_A	C1_07250C_B
C1_07260C_A	C1_07260C_B
C1_07270W_A	C1_07270W_B
C1_07280C_A	C1_07280C_B
C1_07290W_A	C1_07290W_B
C1_07330W_A	C1_07330W_B
C1_07340W_A	C1_07340W_B
C1_07350C_A	C1_07350C_B
C1_07360W_A	C1_07360W_B
C1_07370C_A	C1_07370C_B
C1_07380C_A	C1_07380C_B
C1_07390W_A	C1_07390W_B
C1_07400C_A	C1_07400C_B
C1_07410C_A	C1_07410C_B
C1_07420C_A	C1_07420C_B
C1_07430W_A	C1_07430W_B
C1_07440W_A	C1_07440W_B
C1_07460C_A	C1_07460C_B
C1_07470C_A	C1_07470C_B
C1_07480C_A	C1_07480C_B
C1_07490C_A	C1_07490C_B
C1_07500C_A	C1_07500C_B
C1_07510W_A	C1_07510W_B
C1_07520C_A	C1_07520C_B
C1_07530W_A	C1_07530W_B
C1_07550W_A	C1_07550W_B
C1_07560W_A	C1_07560W_B
C1_07570C_A	C1_07570C_B
C1_07590C_A	C1_07590C_B
C1_07600W_A	C1_07600W_B
C1_07610C_A	C1_07610C_B
C1_07620C_A	C1_07620C_B
C1_07630W_A	C1_07630W_B
C1_07650W_A	C1_07650W_B
C1_07660W_A	C1_07660W_B
C1_07670W_A	C1_07670W_B
C1_07690C_A	C1_07690C_B
C1_07700C_A	C1_07700C_B
C1_07710C_A	C1_07710C_B
C1_07770W_A	CR_06380C_A	CR_06380C_B	C1_07770W_B	C2_10420W_A	C6_03990C_A	C2_10420W_B	C6_03990C_B	C7_01100C_B	C7_01100C_A	C4_05530W_A	C4_05530W_B	C7_02750W_B	C7_02750W_A	C4_03990C_B	C4_03990C_A
C1_07780W_A	C1_07780W_B
C1_07790C_A	C1_07790C_B
C1_07800W_A	C1_07800W_B
C1_07810C_A	C1_07810C_B
C1_07820W_A	C1_07820W_B
C1_07830C_A	C1_07830C_B
C1_07840W_A	C1_07840W_B
C1_07850C_A	C1_07850C_B
C1_07860W_A	C1_07860W_B
C1_07870C_A	C1_07870C_B
C1_07880C_A	C1_07880C_B
C1_07890C_A	C1_07890C_B
C1_07900W_A	C1_07900W_B
C1_07910C_A	C1_07910C_B
C1_07920W_A	C1_07920W_B
C1_07930C_A	C1_07930C_B
C1_07950C_A	C1_07950C_B
C1_07960W_A	C1_07960W_B
C1_07970C_A	C1_07970C_B
C1_07980C_A	C1_07980C_B
C1_07990C_A	C1_07990C_B
C1_08000W_A	C1_08000W_B
C1_08010W_A	C1_08010W_B
C1_08020W_A	C1_08020W_B
C1_08030W_A	C1_08030W_B
C1_08040W_A	C1_08040W_B
C1_08050W_A	C1_08050W_B
C1_08060W_A	C1_08060W_B
C1_08070W_A	C1_08070W_B
C1_08080C_A	C1_08080C_B
C1_08090C_A	C1_08090C_B
C1_08100W_A	C1_08100W_B
C1_08110W_A	C1_08110W_B
C1_08120W_A	C1_08120W_B
C1_08130C_A	C1_08130C_B
C1_08140W_A	C1_08140W_B
C1_08150C_A	C1_08150C_B
C1_08160W_A	C1_08160W_B
C1_08170C_A	C1_08170C_B
C1_08180C_A	C1_08180C_B
C1_08190C_A	C1_08190C_B
C1_08200W_A	C1_08200W_B
C1_08210C_A	C1_08210C_B
C1_08220W_A	C1_08220W_B
C1_08230C_A	C1_08230C_B
C1_08240C_A	C1_08240C_B
C1_08260C_A	C1_08260C_B
C1_08270C_A	C1_08270C_B
C1_08290C_A	C1_08290C_B
C1_08300W_A	C1_08300W_B
C1_08310W_A	C1_08310W_B
C1_08320W_A	C1_08320W_B
C1_08330C_A	C1_08330C_B
C1_08340C_A	C1_08340C_B
C1_08350C_A	C1_08350C_B
C1_08360C_A	C1_08360C_B
C1_08370W_A	C1_08370W_B
C1_08380W_A	C2_08370C_B	C2_08370C_A	C1_08380W_B	AT1G07940.TAIR10	AT1G07930.TAIR10	AT1G07920.TAIR10	AT5G60390.TAIR10
C1_08390C_A	C1_08390C_B
C1_08400C_A	C1_08400C_B
C1_08410C_A	C1_08410C_B
C1_08420W_A	C1_08420W_B
C1_08430W_A	C1_08430W_B
C1_08440C_A	C1_08440C_B
C1_08450C_A	C1_08450C_B
C1_08460C_A	C1_08460C_B
C1_08470W_A	C1_08470W_B
C1_08480C_A	C1_08480C_B
C1_08490W_A	C1_08490W_B
C1_08500C_A	C1_08500C_B
C1_08510W_A	C1_08510W_B
C1_08520C_A	C1_08520C_B
C1_08530W_A	C1_08530W_B
C1_08540C_A	C1_08540C_B
C1_08550C_A	C1_08550C_B
C1_08560W_A	C1_08560W_B
C1_08570C_A	C1_08570C_B
C1_08580C_A	C1_08580C_B
C1_08590C_A	C1_08590C_B
C1_08600C_A	C1_08600C_B
C1_08610C_A	C1_08610C_B
C1_08620W_A	C1_08620W_B
C1_08630W_A	C1_08630W_B
C1_08640W_A	C1_08640W_B
C1_08650C_A	C1_08650C_B
C1_08660C_A	C1_08660C_B
C1_08670W_A	C1_08670W_B
C1_08680C_A	C1_08680C_B
C1_08690W_A	C1_08690W_B
C1_08700W_A	C1_08700W_B
C1_08710W_A	C1_08710W_B
C1_08730W_A	C1_08730W_B
C1_08740C_A	C1_08740C_B
C1_08750W_A	C1_08750W_B
C1_08760W_A	C1_08760W_B
C1_08770W_A	C1_08770W_B
C1_08780W_A	C1_08780W_B
C1_08790W_A	C1_08790W_B
C1_08800W_A	C1_08800W_B
C1_08810C_A	C1_08810C_B
C1_08820C_A	C1_08820C_B
C1_08830C_A	C1_08830C_B
C1_08840W_A	C1_08840W_B
C1_08850C_A	C1_08850C_B
C1_08860C_A	C1_08860C_B
C1_08870C_A	C1_08870C_B
C1_08880W_A	C1_08880W_B
C1_08890C_A	C1_08890C_B
C1_08900W_A	C1_08900W_B
C1_08910C_A	C1_08910C_B
C1_08920W_A	C1_08920W_B
C1_08930C_A	C1_08930C_B
C1_08940C_A	C1_08940C_B
C1_08950W_A	C1_08950W_B
C1_08980C_A	C1_08980C_B
C1_08990C_A	C1_08990C_B
C1_09000W_A	C1_09000W_B
C1_09020W_A	C1_09020W_B
C1_09030C_A	C1_09030C_B
C1_09060C_A	C1_09060C_B
C1_09070W_A	C1_09070W_B
C1_09080C_A	C1_09080C_B
C1_09090C_A	C1_09090C_B
C1_09100W_A	C1_09100W_B
C1_09110W_A	C1_09110W_B
C1_09120W_A	C1_09120W_B
C1_09130W_A	C1_09130W_B
C1_09140C_A	C1_09140C_B
C1_09150W_A	C1_09150W_B
C1_09160W_A	C1_09160W_B
C1_09170W_A	C1_09170W_B
C1_09180W_A	C1_09180W_B
C1_09190C_A	C1_09190C_B
C1_09200W_A	C1_09200W_B
C1_09210C_A	C1_09210C_B
C1_09220W_A	C1_09220W_B
C1_09230C_A	C1_09230C_B
C1_09240C_A	C1_09240C_B
C1_09250W_A	C1_09250W_B
C1_09260C_A	C1_09260C_B
C1_09270W_A	C1_09270W_B
C1_09280W_A	C1_09280W_B
C1_09290C_A	C1_09290C_B
C1_09300C_A	C1_09300C_B
C1_09310C_A	C1_09310C_B
C1_09320C_A	C1_09320C_B
C1_09330W_A	C1_09330W_B
C1_09340C_A	C1_09340C_B
C1_09350W_A	C1_09350W_B
C1_09360C_A	C1_09360C_B
C1_09370W_A	C1_09370W_B
C1_09380W_A	C1_09380W_B
C1_09390W_A	C1_09390W_B
C1_09400C_A	C1_09400C_B
C1_09410W_A	C1_09410W_B
C1_09420W_A	C1_09420W_B
C1_09430W_A	C1_09430W_B
C1_09440W_A	C1_09440W_B
C1_09450C_A	C1_09450C_B
C1_09460W_A	C1_09460W_B
C1_09470C_A	C1_09470C_B
C1_09480W_A	C1_09480W_B
C1_09490C_A	C1_09490C_B
C1_09500W_A	C1_09500W_B
C1_09510W_A	C1_09510W_B
C1_09520C_A	C1_09520C_B
C1_09530W_A	C1_09530W_B
C1_09540W_A	C1_09540W_B
C1_09550W_A	C1_09550W_B
C1_09570W_A	C1_09570W_B
C1_09580C_A	C1_09580C_B
C1_09590C_A	C1_09590C_B
C1_09600C_A	C1_09600C_B
C1_09610W_A	C1_09610W_B	C1_09910C_B	C1_09910C_A
C1_09620C_A	C1_09620C_B
C1_09630W_A	C1_09630W_B
C1_09640W_A	C1_09640W_B
C1_09650W_A	C1_09650W_B
C1_09660W_A	C1_09660W_B
C1_09670C_A	C1_09670C_B
C1_09680W_A	C1_09680W_B
C1_09690W_A	C1_09690W_B
C1_09700W_A	C1_09700W_B
C1_09710C_A	C1_09710C_B
C1_09720W_A	C1_09720W_B
C1_09730W_A	C1_09730W_B
C1_09740C_A	C1_09740C_B
C1_09750W_A	C1_09750W_B
C1_09760C_A	C1_09760C_B
C1_09770W_A	C1_09770W_B
C1_09780C_A	C1_09780C_B
C1_09790C_A	C1_09790C_B
C1_09800C_A	C1_09800C_B
C1_09810W_A	C1_09810W_B
C1_09820C_A	C1_09820C_B
C1_09830W_A	C1_09830W_B
C1_09840C_A	C1_09840C_B
C1_09850C_A	C1_09850C_B
C1_09860C_A	C1_09860C_B
C1_09870W_A	C1_09870W_B
C1_09880C_A	C1_09880C_B
C1_09900W_A	C1_09900W_B
C1_09920W_A	C1_09920W_B
C1_09930W_A	C1_09930W_B
C1_09940W_A	C1_09940W_B
C1_09950C_A	C1_09950C_B
C1_09960W_A	C1_09960W_B
C1_09970C_A	C1_09970C_B
C1_09980C_A	C1_09980C_B
C1_09990W_A	C1_09990W_B
C1_10000C_A	C1_10000C_B
C1_10010C_A	C1_10010C_B
C1_10020W_A	C1_10020W_B
C1_10030W_A	C1_10030W_B
C1_10040W_A	C1_10040W_B
C1_10050W_A	C1_10050W_B
C1_10060C_A	C1_10060C_B
C1_10070C_A	C1_10070C_B
C1_10080W_A	C1_10080W_B
C1_10090C_A	C1_10090C_B
C1_10100C_A	C1_10100C_B
C1_10110W_A	C1_10110W_B
C1_10120C_A	C1_10120C_B
C1_10140C_A	C1_10140C_B
C1_10150W_A	C1_10150W_B
C1_10160W_A	C1_10160W_B
C1_10170W_A	C1_10170W_B
C1_10180C_A	C1_10180C_B
C1_10190W_A	C1_10190W_B
C1_10200C_A	C1_10200C_B
C1_10210C_A	C1_10210C_B
C1_10220C_A	C1_10220C_B
C1_10230C_A	C1_10230C_B
C1_10240C_A	C1_10240C_B
C1_10250C_A	C1_10250C_B
C1_10260C_A	C1_10260C_B
C1_10270C_A	C1_10270C_B
C1_10280C_A	C1_10280C_B
C1_10290W_A	C1_10290W_B
C1_10300W_A	C1_10300W_B
C1_10310W_A	C1_10310W_B
C1_10320W_A	C1_10320W_B
C1_10330C_A	C1_10330C_B
C1_10340W_A	C1_10340W_B
C1_10350C_A	C1_10350C_B
C1_10360C_A	C1_10360C_B
C1_10370W_A	C1_10370W_B
C1_10380C_A	C1_10380C_B
C1_10390C_A	C1_10390C_B
C1_10400C_A	C1_10400C_B
C1_10410W_A	C1_10410W_B
C1_10420C_A	C1_10420C_B
C1_10430W_A	C1_10430W_B
C1_10440W_A	C1_10440W_B
C1_10450W_A	C1_10450W_B
C1_10460W_A	C1_10460W_B
C1_10470W_A	C1_10470W_B
C1_10480W_A	C1_10480W_B
C1_10490W_A	C1_10490W_B
C1_10500W_A	C1_10500W_B
C1_10510W_A	C1_10510W_B
C1_10520W_A	C1_10520W_B
C1_10530W_A	C1_10530W_B
C1_10540C_A	C1_10540C_B
C1_10550C_A	C1_10550C_B
C1_10560C_A	C1_10560C_B
C1_10570C_A	C1_10570C_B
C1_10580C_A	C1_10580C_B
C1_10600C_A	C1_10600C_B
C1_10610W_A	C1_10610W_B
C1_10620W_A	C1_10620W_B
C1_10630C_A	C1_10630C_B
C1_10640C_A	C1_10640C_B
C1_10650W_A	C1_10650W_B
C1_10660W_A	C1_10660W_B
C1_10670C_A	C1_10670C_B
C1_10680C_A	C1_10680C_B
C1_10690W_A	C1_10690W_B
C1_10700C_A	C1_10700C_B
C1_10710C_A	C1_10710C_B
C1_10720C_A	C1_10720C_B
C1_10730W_A	C1_10730W_B
C1_10740C_A	C1_10740C_B
C1_10750C_A	C1_10750C_B
C1_10760W_A	C1_10760W_B
C1_10770W_A	C1_10770W_B
C1_10780C_A	C1_10780C_B
C1_10790W_A	C1_10790W_B
C1_10800C_A	C1_10800C_B
C1_10810W_A	C1_10810W_B
C1_10820C_A	C1_10820C_B
C1_10830W_A	C1_10830W_B
C1_10840C_A	C1_10840C_B
C1_10850W_A	C1_10850W_B
C1_10860C_A	C1_10860C_B
C1_10870W_A	C1_10870W_B
C1_10880W_A	C1_10880W_B
C1_10890C_A	C1_10890C_B
C1_10910C_A	C1_10910C_B
C1_10920W_A	C1_10920W_B
C1_10930C_A	C1_10930C_B
C1_10940C_A	C1_10940C_B
C1_10950C_A	C1_10950C_B
C1_10960W_A	C1_10960W_B
C1_10970W_A	C1_10970W_B
C1_10980W_A	C1_10980W_B
C1_10990C_A	C1_10990C_B
C1_11000C_A	C1_11000C_B
C1_11010C_A	C1_11010C_B
C1_11020W_A	C1_11020W_B
C1_11030W_A	C3_05240C_A	C3_05240C_B	C1_11030W_B
C1_11040W_A	C1_11040W_B
C1_11050W_A	C1_11050W_B
C1_11060C_A	C1_11060C_B
C1_11070W_A	C1_11070W_B
C1_11080W_A	C1_11080W_B
C1_11090C_A	C1_11090C_B
C1_11100W_A	C1_11100W_B
C1_11110C_A	C1_11110C_B
C1_11120C_A	C1_11120C_B
C1_11130W_A	C1_11130W_B
C1_11140W_A	C1_11140W_B
C1_11150W_A	C1_11150W_B
C1_11160C_A	C1_11160C_B
C1_11170W_A	C1_11170W_B
C1_11190W_A	C1_11190W_B
C1_11200W_A	C1_11200W_B
C1_11210C_A	C1_11210C_B
C1_11220C_A	C1_11220C_B
C1_11230W_A	C1_11230W_B
C1_11240C_A	C1_11240C_B
C1_11250W_A	C1_11250W_B
C1_11260C_A	C1_11260C_B
C1_11270W_A	C1_11270W_B
C1_11280W_A	C1_11280W_B
C1_11290W_A	C1_11290W_B
C1_11300C_A	C1_11300C_B
C1_11310C_A	C1_11310C_B
C1_11320C_A	C1_11320C_B
C1_11330C_A	C1_11330C_B
C1_11340W_A	C1_11340W_B
C1_11350C_A	C1_11350C_B
C1_11360W_A	C1_11360W_B
C1_11370C_A	C1_11370C_B
C1_11380W_A	C1_11380W_B
C1_11390W_A	C1_11390W_B
C1_11400C_A	C1_11400C_B
C1_11410C_A	C1_11410C_B
C1_11420W_A	C1_11420W_B
C1_11430W_A	C1_11430W_B
C1_11440C_A	C1_11440C_B
C1_11450C_A	C1_11450C_B
C1_11470C_A	C1_11470C_B
C1_11490C_A	C1_11490C_B
C1_11500C_A	C1_11500C_B
C1_11510C_A	C1_11510C_B
C1_11520C_A	C1_11520C_B
C1_11530C_A	C1_11530C_B
C1_11540C_A	C1_11540C_B
C1_11550W_A	C1_11550W_B
C1_11560C_A	C1_11560C_B
C1_11570W_A	C1_11570W_B
C1_11580W_A	C1_11580W_B
C1_11590W_A	C1_11590W_B
C1_11600W_A	C1_11600W_B
C1_11610C_A	C1_11610C_B
C1_11620W_A	C1_11620W_B
C1_11630C_A	C1_11630C_B
C1_11640C_A	C1_11640C_B
C1_11650W_A	C1_11650W_B
C1_11660W_A	C1_11660W_B
C1_11670W_A	C1_11670W_B
C1_11680C_A	C1_11680C_B
C1_11690W_A	C1_11690W_B
C1_11700C_A	C1_11700C_B
C1_11710C_A	C1_11710C_B
C1_11720W_A	C1_11720W_B
C1_11730W_A	C1_11730W_B
C1_11740W_A	C1_11740W_B
C1_11750W_A	C1_11750W_B
C1_11760C_A	C1_11760C_B
C1_11770C_A	C1_11770C_B
C1_11790W_A	C1_11790W_B
C1_11800C_A	C1_11800C_B
C1_11810W_A	C1_11810W_B
C1_11850W_A	C1_11850W_B
C1_11860W_A	C1_11860W_B
C1_11870W_A	C1_11870W_B
C1_11880W_A	C1_11880W_B
C1_11890W_A	C1_11890W_B
C1_11900C_A	C1_11900C_B
C1_11910W_A	C1_11910W_B
C1_11920W_A	C1_11920W_B
C1_11930W_A	C1_11930W_B
C1_11940C_A	C1_11940C_B
C1_11950W_A	C1_11950W_B
C1_11960C_A	C1_11960C_B
C1_11970C_A	C1_11970C_B
C1_11980W_A	C1_11980W_B
C1_11990W_A	C1_11990W_B
C1_12000C_A	C1_12000C_B
C1_12010C_A	C1_12010C_B
C1_12020W_A	C1_12020W_B
C1_12030W_A	C1_12030W_B
C1_12040W_A	C1_12040W_B
C1_12050W_A	C1_12050W_B
C1_12060C_A	C1_12060C_B
C1_12070C_A	C1_12070C_B
C1_12080W_A	C1_12080W_B
C1_12090C_A	C1_12090C_B
C1_12100C_A	C1_12100C_B
C1_12110C_A	C1_12110C_B
C1_12120W_A	C1_12120W_B
C1_12130C_A	C1_12130C_B
C1_12140W_A	C1_12140W_B
C1_12150C_A	C1_12150C_B
C1_12160W_A	C1_12160W_B
C1_12170C_A	C1_12170C_B
C1_12180C_A	C1_12180C_B
C1_12190W_A	C1_12190W_B
C1_12200W_A	C1_12200W_B
C1_12210W_A	C1_12210W_B
C1_12220W_A	C1_12220W_B
C1_12230W_A	C1_12230W_B
C1_12240C_A	C1_12240C_B
C1_12250C_A	C1_12250C_B
C1_12260W_A	C1_12260W_B
C1_12270W_A	C1_12270W_B
C1_12280C_A	C1_12280C_B
C1_12290C_A	C1_12290C_B
C1_12300W_A	C1_12300W_B
C1_12310C_A	C1_12310C_B
C1_12320C_A	C1_12320C_B
C1_12330W_A	C1_12330W_B
C1_12340C_A	C1_12340C_B
C1_12350W_A	C1_12350W_B
C1_12360C_A	C1_12360C_B
C1_12370W_A	C1_12370W_B
C1_12380C_A	C1_12380C_B
C1_12390C_A	C1_12390C_B
C1_12400C_A	C1_12400C_B
C1_12410C_A	C1_12410C_B
C1_12420C_A	C1_12420C_B
C1_12430W_A	C1_12430W_B
C1_12440W_A	C1_12440W_B
C1_12450C_A	C1_12450C_B
C1_12460C_A	C1_12460C_B
C1_12470W_A	C1_12470W_B
C1_12480W_A	C1_12480W_B
C1_12490W_A	C1_12490W_B
C1_12510W_A	C1_12510W_B
C1_12520W_A	C1_12520W_B
C1_12530C_A	C1_12530C_B
C1_12540W_A	C1_12540W_B
C1_12550C_A	C1_12550C_B
C1_12560C_A	C1_12560C_B
C1_12570C_A	C1_12570C_B
C1_12580W_A	C1_12580W_B
C1_12590W_A	C1_12590W_B
C1_12600C_A	C1_12600C_B
C1_12610W_A	C1_12610W_B
C1_12620W_A	C1_12620W_B
C1_12630C_A	C1_12630C_B
C1_12640W_A	C1_12640W_B
C1_12650C_A	C1_12650C_B
C1_12660W_A	C1_12660W_B
C1_12670C_A	C1_12670C_B
C1_12680W_A	C1_12680W_B
C1_12690C_A	C1_12690C_B
C1_12700W_A	C1_12700W_B
C1_12710C_A	C1_12710C_B
C1_12720C_A	C1_12720C_B
C1_12730W_A	C1_12730W_B
C1_12740W_A	C1_12740W_B
C1_12750C_A	C1_12750C_B
C1_12760W_A	C1_12760W_B
C1_12770W_A	C1_12770W_B
C1_12780W_A	C1_12780W_B
C1_12790C_A	C1_12790C_B
C1_12800W_A	C1_12800W_B
C1_12810W_A	C1_12810W_B
C1_12820C_A	C1_12820C_B
C1_12830C_A	C1_12830C_B
C1_12840W_A	C1_12840W_B
C1_12850W_A	C1_12850W_B
C1_12870C_A	C1_12870C_B	C1_12900W_A	C1_12900W_B
C1_12880C_A	C1_12880C_B
C1_12890W_A	C1_12890W_B
C1_12910W_A	C1_12910W_B
C1_12920C_A	C1_12920C_B
C1_12930C_A	C1_12930C_B
C1_12940C_A	C1_12940C_B
C1_12950W_A	C1_12950W_B
C1_12960C_A	C1_12960C_B	AT4G11430.TAIR10	C2_05910W_A	C3_03300C_A	C2_05910W_B	C3_03300C_B	AT4G13340.TAIR10	AT3G22800.TAIR10	AT1G54215.TAIR10	AT1G61750.TAIR10	AT5G46780.TAIR10	AT5G07740.TAIR10
C1_12970C_A	C1_12970C_B
C1_13010W_A	C1_13010W_B
C1_13020C_A	C1_13020C_B
C1_13030C_A	C1_13030C_B
C1_13050W_A	C1_13050W_B
C1_13060C_A	C1_13060C_B
C1_13070C_A	C1_13070C_B
C1_13080W_A	C1_13080W_B
C1_13090W_A	C1_13090W_B
C1_13100W_A	C1_13100W_B
C1_13110C_A	C1_13110C_B
C1_13120C_A	C1_13120C_B
C1_13130C_A	C1_13130C_B
C1_13140C_A	C1_13140C_B
C1_13150W_A	C1_13150W_B
C1_13160W_A	C1_13160W_B
C1_13170C_A	C1_13170C_B
C1_13180W_A	C1_13180W_B
C1_13190W_A	C1_13190W_B
C1_13200C_A	C1_13200C_B
C1_13210C_A	C1_13210C_B
C1_13220C_A	C1_13220C_B
C1_13240W_A	C1_13240W_B
C1_13250W_A	C1_13250W_B
C1_13260W_A	C1_13260W_B
C1_13270W_A	C1_13270W_B
C1_13280C_A	C1_13280C_B
C1_13290W_A	C1_13290W_B
C1_13300C_A	C1_13300C_B
C1_13310W_A	C1_13310W_B
C1_13320C_A	C1_13320C_B
C1_13330C_A	C1_13330C_B
C1_13350W_A	C1_13350W_B
C1_13360C_A	C1_13360C_B	C6_03360C_A	AT1G29460.TAIR10	C6_03360C_B	C4_05340W_A	C4_05340W_B
C1_13370W_A	C1_13370W_B
C1_13380W_A	C1_13380W_B
C1_13390W_A	C1_13390W_B
C1_13400C_A	C1_13400C_B
C1_13410W_A	C1_13410W_B
C1_13420C_A	C1_13420C_B
C1_13430C_A	C1_13430C_B
C1_13440C_A	C1_13440C_B
C1_13450W_A	C1_13450W_B
C1_13460W_A	C1_13460W_B
C1_13470W_A	C1_13470W_B
C1_13490C_A	C1_13490C_B
C1_13510C_A	C1_13510C_B
C1_13520C_A	C1_13520C_B
C1_13540W_A	C1_13540W_B
C1_13550C_A	C1_13550C_B
C1_13560W_A	C1_13560W_B
C1_13570W_A	C1_13570W_B
C1_13580W_A	C1_13580W_B
C1_13590W_A	C1_13590W_B
C1_13600W_A	C1_13600W_B
C1_13610C_A	C1_13610C_B
C1_13620W_A	C1_13620W_B
C1_13630W_A	C1_13630W_B
C1_13640W_A	C1_13640W_B
C1_13650C_A	C1_13650C_B
C1_13660W_A	C1_13660W_B
C1_13670W_A	C1_13670W_B
C1_13680C_A	C1_13680C_B
C1_13690C_A	C1_13690C_B
C1_13700W_A	C1_13700W_B
C1_13710C_A	C1_13710C_B
C1_13720W_A	C1_13720W_B
C1_13730C_A	C1_13730C_B
C1_13740W_A	C1_13740W_B
C1_13750C_A	C1_13750C_B
C1_13760W_A	C1_13760W_B
C1_13770C_A	C1_13770C_B
C1_13780W_A	C1_13780W_B
C1_13790C_A	C1_13790C_B
C1_13800C_A	C1_13800C_B
C1_13810W_A	C1_13810W_B
C1_13820C_A	C1_13820C_B
C1_13830C_A	C1_13830C_B
C1_13840W_A	C1_13840W_B
C1_13850C_A	C1_13850C_B
C1_13860C_A	C1_13860C_B
C1_13870W_A	C1_13870W_B
C1_13880C_A	C1_13880C_B
C1_13900C_A	C1_13900C_B
C1_13910C_A	C1_13910C_B
C1_13920W_A	C1_13920W_B
C1_13930W_A	C1_13930W_B
C1_13940W_A	C1_13940W_B
C1_13950C_A	C1_13950C_B
C1_13960W_A	C1_13960W_B
C1_13970C_A	C1_13970C_B
C1_13980C_A	C1_13980C_B
C1_13990W_A	C1_13990W_B
C1_14000C_A	C1_14000C_B
C1_14010W_A	C1_14010W_B
C1_14020W_A	C1_14020W_B
C1_14030W_A	C1_14030W_B
C1_14040W_A	C1_14040W_B
C1_14050C_A	C1_14050C_B
C1_14060W_A	C1_14060W_B
C1_14080W_A	C1_14080W_B
C1_14090W_A	C1_14090W_B
C1_14100W_A	C1_14100W_B
C1_14110C_A	C1_14110C_B
C1_14120C_A	C1_14120C_B
C1_14130W_A	C1_14130W_B
C1_14140C_A	C1_14140C_B
C1_14150C_A	C1_14150C_B
C1_14160W_A	C1_14160W_B
C1_14170W_A	C1_14170W_B
C1_14180W_A	C1_14180W_B
C1_14190C_A	C1_14190C_B
C1_14200W_A	C1_14200W_B
C1_14210C_A	C1_14210C_B
C1_14220C_A	C1_14220C_B
C1_14230C_A	C1_14230C_B
C1_14240W_A	C1_14240W_B
C1_14250C_A	C1_14250C_B
C1_14260C_A	C1_14260C_B
C1_14270W_A	C1_14270W_B
C1_14280C_A	C1_14280C_B
C1_14290C_A	C1_14290C_B
C1_14300C_A	C1_14300C_B
C1_14310W_A	C1_14310W_B
C1_14320C_A	C1_14320C_B
C1_14330W_A	C1_14330W_B
C1_14340C_A	C1_14340C_B
C1_14350W_A	C1_14350W_B
C1_14360C_A	C1_14360C_B
C1_14370W_A	C1_14370W_B
C1_14380C_A	C1_14380C_B
C1_14390W_A	C1_14390W_B
C1_14400C_A	C1_14400C_B
C1_14410W_A	C1_14410W_B
C1_14420W_A	C1_14420W_B
C1_14430C_A	C1_14430C_B
C1_14440C_A	C1_14440C_B
C1_14450C_A	C1_14450C_B
C1_14460W_A	C1_14460W_B
C1_14470W_A	C1_14470W_B
C1_14480W_A	C1_14480W_B
C1_14490C_A	C1_14490C_B
C1_14500C_A	C1_14500C_B
C1_14530W_A	C1_14530W_B
C1_14550C_A	C1_14550C_B
C1_14560C_A	C1_14560C_B
C1_14570C_A	C1_14570C_B
C1_14580C_A	C1_14580C_B
C1_14630C_A	C1_14630C_B	C7_02600C_A	C7_02600C_B
C2_00030W_A	C2_00030W_B
C2_00050C_A	C2_00050C_B
C2_00060C_A	C2_00060C_B
C2_00070C_A	C2_00070C_B
C2_00080C_A	C2_00080C_B
C2_00090W_A	C2_00090W_B
C2_00100C_A	C2_00100C_B
C2_00110W_A	C2_00110W_B
C2_00120C_A	C2_00120C_B
C2_00130W_A	C2_00130W_B
C2_00140W_A	C2_00140W_B
C2_00150W_A	C2_00150W_B
C2_00160C_A	C2_00160C_B
C2_00170C_A	C2_00170C_B
C2_00180C_A	C2_00180C_B
C2_00190C_A	C2_00190C_B
C2_00200W_A	C2_00200W_B
C2_00210W_A	C2_00210W_B
